feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,label,is_test
1.130006902,0.004613943314,-0.08180922963,0.2401672247,2.124368687,0.3772274676,-2.035544918,-1.688966085,1.174863256,0.3699079068,0,0
0.6040338562,0.3756427275,-0.7035829931,-0.3987771783,1.103249567,0.5580809878,-0.7298126453,-0.9080996678,-0.1719248635,0.1817680185,0,0
-0.8656428287,0.1455366043,1.135914958,0.4626914872,-1.059282472,-0.0350777798,-0.5692276148,-1.455744196,-0.330726897,0.8172986627,0,0
-0.4293934076,0.9246657223,-1.859949977,-2.631505324,0.1846272318,-0.2407905361,0.8400281602,1.338279873,-1.72877497,-1.558238349,0,0
1.976856047,1.976276894,-0.694975394,-0.6540862779,-0.9534599212,-0.1536415797,2.058698612,2.460563796,0.4608264841,1.297073383,0,0
-0.2993405287,-0.2128349722,-0.7358123026,-0.8663986274,-0.4207077493,0.07809470574,-1.017539815,-1.737813498,0.4447604339,0.6906693197,0,0
-0.2017271895,-0.8521482325,0.5490296203,-0.4631806024,0.4399338162,0.07260196293,0.2533689189,-0.254440905,0.5486117499,-1.304394027,0,0
1.16075651,1.100660125,1.360458229,1.671546192,1.109091935,0.8164411197,0.3685064921,0.1396962898,-0.8205330164,-1.254661195,0,0
-1.080087235,-0.9109780104,0.4668207447,1.243872126,0.8329453349,0.4031305549,-0.2667052145,-1.251770198,-0.8855721755,-0.8263378968,0,0
1.218446387,0.9795865253,-0.1645909979,-0.02067936312,0.3470550839,0.2528213156,-1.27396619,-0.5462306527,0.2343940121,-0.6807586088,0,0
1.305646379,0.7853437406,0.1568287041,9.072743095e-05,-0.5476404367,-0.2523189872,1.127149202,0.2969701486,0.5539584974,0.4989801713,0,0
-0.2493030083,-0.8479298802,1.173425657,0.3765435542,0.4203082837,0.02378550335,-0.4137238979,-0.04091604343,0.8996944882,0.245692214,0,0
-0.4714504103,0.8415358348,-2.001937573,-1.497407282,0.4184215031,0.7456071252,-0.5582929746,0.05945538875,-0.9118649868,-0.5083070545,0,0
-0.538029944,0.3476650508,-1.328135402,-1.308248171,-0.0300083657,0.1979567171,0.09044220967,-1.061965687,1.277061555,-0.1073284444,0,0
-0.2289248472,-0.6507565465,-0.8816479578,-0.5287834257,-1.647260728,-1.237987866,-0.1161075962,-0.2989268789,-0.1933429966,-0.4304522708,0,0
0.4903453038,0.863720995,-2.039433427,-1.257527079,1.722318734,1.712289826,-2.108464009,-1.164466992,-1.805650179,-1.761683335,0,0
0.9332708234,0.5369445437,2.094101252,1.507187386,0.6656536143,0.1243683214,0.2714029208,-0.07005403876,0.29585604,-0.4467727728,0,0
2.723914703,2.070736936,0.002635585519,0.3560702431,0.1344041533,1.501829746,-1.228837106,0.08726384403,-1.214383651,-0.3904124492,0,0
-0.9122935081,-0.2032632112,-0.4981385218,0.04393041534,1.572771349,0.4541279885,-1.57859001,-1.229911776,0.23200075,0.0427968509,0,0
1.721605332,1.963007305,0.3107023316,0.9225972574,-0.9685602448,0.3729038632,-0.7558393071,-0.6433789696,-1.013577221,-0.0339380897,0,0
-0.2832165325,0.3177455613,-0.6357335609,-0.4841499504,-0.5136648994,0.947132462,-0.07169236658,-0.8695095221,0.6512629941,-0.03647257075,0,0
0.3936175645,0.8722712615,-2.456360789,-2.913072137,0.7905038885,-0.1861250852,1.558024993,1.018978755,-0.9242914874,-0.3438565625,0,0
-0.9695245062,-0.3132470252,-0.08577832679,1.656569815,-0.4932724346,-0.09252786799,-0.4662268371,-0.04914315636,0.7659364849,0.9666450694,0,0
0.6465176287,-0.1880939863,-1.165279096,-1.33960306,-1.216173363,-1.612137696,0.6248603085,0.6987574552,0.6307670295,0.1156357818,0,0
0.5853394181,0.6116462432,-0.6148432271,-0.4197976403,0.6434269787,0.2653299894,0.4571299124,-0.2984431026,-0.9532732685,-0.2703440076,0,0
-0.03279466622,0.1066073401,-0.244526046,-1.117309713,-0.7298655738,0.1793311427,0.4267333849,-0.6917271043,-0.8022061369,0.5524073941,0,0
0.6000441263,0.265381971,0.8925037319,0.168823305,0.1589486368,-0.0576683743,0.02269637422,0.2720398693,1.149447754,0.0898377542,0,0
1.821137612,1.286669562,0.5932070498,1.277690818,1.203528275,1.490657548,-0.2645680133,-0.7527055449,-1.143691744,-1.008099366,0,0
-0.721846133,-0.2757909805,0.5124325436,0.6675370245,-0.4459175712,-0.9793591961,-0.8709883972,-0.8590257648,-0.2354113791,0.4076244172,0,0
