feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,label,is_test
-1.082866815,-0.575512483,0.9801545794,1.046951684,0.1539244161,0.1427588833,0.6622783082,0.8196243007,-0.4671383265,-0.6552842703,0,0
-0.850588241,-0.2324753215,-1.010337126,-0.6103703464,0.7004964652,0.3979950173,0.0645682739,0.1759451068,-0.6786402956,-0.4654023135,0,0
-2.344657906,-1.227744198,-0.5570490807,-0.6217542371,-0.311760251,0.4412988477,0.3804038007,0.4122909789,0.2329841103,-0.1764296473,0,0
0.3587426191,0.2083438293,-0.000699248653,-0.07123061789,-0.8900973716,0.02832927371,-0.9315597911,-0.8268445185,-0.5554115564,0.06672192149,0,0
-0.4910796876,-0.7377652022,0.6876917904,-0.03131407556,0.8940811215,0.004254255276,-3.279051691,0.939706193,-1.517488256,0.126609079,0,0
-1.057031669,-1.395670974,-0.5587465507,-0.5548546426,2.432190756,1.523813099,0.4578502501,-0.009492568391,-0.3519018399,-0.4820904566,0,0
-1.227397333,-1.233360962,-0.1388677362,-0.4461748036,0.1334501273,0.1898874497,-0.8456376236,0.6544385852,-0.07555853672,-0.2257536515,0,0
0.2481313361,0.6750075034,-0.6048907723,0.9667634623,0.3519174216,1.185611138,0.7125117511,0.2032768648,0.5962223209,0.4380937166,0,0
-0.0436153523,-5.345082654,0.03697538369,-0.4256317259,-0.3511406202,-0.02520471168,0.2114179699,-1.857794235,0.02203381769,0.4175254031,0,0
-0.5038335939,0.2657876153,-0.2336019607,-0.01507859248,1.108069036,0.4796661919,-0.4859728424,-1.323150354,-0.1139763542,0.06575075324,0,0
0.1477886033,0.1231349349,1.041193365,1.123907626,1.236621093,-0.0232446091,-1.025689886,-0.6420153515,0.4276004817,0.2194484889,0,0
-2.077612599,0.1601257808,-0.01756914276,-0.1148979256,-0.5502173161,-1.815560212,0.362909812,-0.1397210672,-0.9783217501,0.3157970991,0,0
-1.766735457,-1.188900156,-0.7787410991,-0.9276207702,-0.5512156345,-0.2178025339,-0.489001905,1.472506941,0.4424902153,1.262936664,0,0
0.8698463627,-2.284214257,-0.9932965226,-0.4309521593,-0.1403214484,-0.1850531936,0.380791903,-1.579489582,0.544128668,0.2261371475,0,0
-1.303778,-1.51889669,0.4060947936,-0.2757731625,1.29515656,1.867912538,0.5186648157,1.012226928,-0.402681805,-1.203809982,0,0
-0.7172646134,-0.9961987796,0.1827251451,-0.1724361518,0.5114501281,0.4216681107,-0.1112400045,-0.6404141286,1.628946546,2.221518233,0,0
0.2936670945,0.3673226029,0.1325603153,-0.2093734774,-0.3992556772,-1.223824197,-1.743259725,-1.732897983,-1.799118373,-1.029756457,0,0
-0.2533395193,0.01691144968,-0.2777266742,-0.6845937602,-0.1551088968,-0.6575648001,-0.4393641275,0.3174847274,0.183315702,0.02372556329,0,0
-0.8646581803,-0.9733931964,-1.610267433,-0.8043447016,0.08543158628,-0.2034291253,0.5523259926,0.1438758449,0.5929184167,1.10774285,0,0
0.1252858969,-0.03285967779,-1.448648976,-1.124220448,1.198191265,1.331983972,-0.2472333352,-1.052581346,0.05929661468,-0.7551275118,0,0
