feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,label,is_test
1.450826885,0.7954888042,-0.2221782148,-1.134534734,0.3602389603,-0.272143321,-0.4309005722,0.1467029552,-1.474570952,-0.6428034384,0,0
-0.6393088854,0.06510752093,-1.047025642,-0.9171965019,1.181330853,0.3104636861,0.5993057792,-0.5941484953,-0.02278037279,0.6638972634,0,0
0.1089208268,0.7766488481,0.8535944178,0.3919487809,-0.2960740586,-1.109016454,1.009360937,-0.4087423449,0.264104433,0.7823406295,0,0
1.357310023,1.647397396,0.5755415354,1.065314678,-0.5470916778,-0.9186880128,-0.9769545547,-0.5814473746,-1.760960923,-0.1044847231,0,0
2.246322121,1.372155187,-0.4754120064,-0.2934759364,0.3974144476,-0.8777747496,-1.238355555,-1.154773348,1.457473322,1.004164759,0,0
1.317020103,1.069679701,0.4941315708,-0.1097972931,0.1165188606,1.283558416,-1.624919303,-1.841977043,0.3141344715,0.6915362284,0,0
-1.118751177,-1.11865428,-0.4862147574,-0.5495527883,1.26526868,0.5569172984,-0.8895562294,0.6560455724,-0.6061847936,-0.5278568962,0,0
0.205494023,-0.8013739433,-0.1471257795,1.266718972,0.9770311383,0.2958039665,0.1163707326,0.4800019125,1.428047566,0.6028968839,0,0
1.679748679,0.8467842284,0.9527641961,0.1547703344,2.080843283,2.333230757,-1.344947318,-1.224132123,0.03238553222,0.01457827725,0,0
-1.302882211,-1.783652477,-1.432805342,-0.6094073318,-0.2617300651,-0.4310942544,-0.6429764049,-0.1748717277,-0.3182498026,-0.1093757934,0,0
-0.8783365794,-0.7981570085,-0.4389479888,-0.5259493462,-0.789832266,0.1010469749,-1.31098771,-0.7299606838,1.117309182,1.1542359,0,0
0.9845649239,1.136945427,0.5891828079,-0.254387819,1.605534704,1.625601049,0.6322890018,1.705082753,0.02314681755,0.2176619702,0,0
-0.4428171555,-0.5042183665,0.6307207759,1.031969461,-0.6778586983,-1.627982419,0.3028623177,-0.3139939497,0.03346659884,0.02234313686,0,0
-1.463502333,-1.769970861,-1.544731264,-1.344833256,1.488367586,-0.2251891396,0.4185777762,-0.336343272,-1.274854921,-1.614198291,0,0
0.677379774,0.8885103559,0.473555121,-0.03234165733,-1.152515113,-1.940380223,1.444474326,1.225613039,-0.7761543584,-0.4802239394,0,0
-0.913818598,-0.7835423521,0.3511297848,-1.033123011,-1.108190016,-0.4099019121,-0.0694507184,-1.477009754,-0.1058561338,-0.4599769845,0,0
-0.7628764146,-0.6465250901,1.032007425,1.854475351,0.03386358332,0.1539135087,-1.630491967,-0.481816545,-1.038316732,-0.4577588682,0,0
0.4838673538,0.7817935573,-0.2946411256,-0.9470705573,0.9805119372,-0.3202074144,0.5714394815,-0.009456121774,-0.09851268716,-0.6661448407,0,0
0.4173932909,0.303817361,-2.499834896,-1.134828973,-0.2929698565,0.1245879022,-0.1367215473,-0.2225121728,0.5726476176,0.1902002024,0,0
1.551722715,1.209109345,-1.27387288,-0.3087360818,1.380583488,1.912172099,-0.7403896486,0.3194402487,-0.01932324015,-0.5968056732,0,0
-0.1826326714,-0.8272974682,-0.3584429929,0.6638164602,1.897007045,-0.1150796462,-0.4239253168,-0.8558047266,0.4205366288,0.1203900189,0,0
0.07099869225,0.7290864338,-0.3039306688,0.624260771,1.731671338,1.550413665,0.1543383803,0.606104322,-0.6154097665,-0.5888925118,0,0
0.7177571449,-0.169914498,2.443480954,1.391717764,-1.931315806,-1.074809913,-1.054846213,-1.442788323,-0.8122688991,-0.8404649453,0,0
-0.6884787761,-1.61216609,0.3157009688,-0.9342720181,0.7914592979,1.125725014,-0.1842008926,-0.735863424,-0.6458984707,0.2301876755,0,0
0.9266042195,1.091743296,-0.5760926626,-0.4287369482,1.474917816,0.9365908465,-0.8021794847,0.4540195855,1.56016925,1.656808437,0,0
-1.219730867,-1.242745654,0.5543207638,1.301731076,-0.07193681668,-0.4826672411,-2.128485103,-1.968426165,-1.124807859,-0.8961081647,0,0
-0.7598045961,0.8137126934,0.2981017721,1.333631246,1.700848812,0.5918814724,-0.7384853413,0.2822562724,0.6192989586,-0.007431962771,0,0
0.4638321331,-0.304140613,1.71792735,1.38900023,0.2483886616,0.6620667063,-1.654032782,-1.166097251,0.7224890982,0.9456751772,0,0
0.1699975088,-0.4041924445,0.5376347653,0.3373099354,0.9248426422,-0.03811853132,0.02942606959,-1.454407469,0.09136199852,0.7147546801,0,0
0.2405552146,-0.9991631255,0.9651102906,0.1103872826,-1.312085172,-1.020000651,0.1144025852,-0.4884502396,0.8822997707,1.097502737,0,0
-1.065564422,-0.9269836436,0.7252451802,0.5502240726,-1.08964223,-0.5931552127,-0.3247687504,-0.556560364,0.109559244,-0.1704327136,0,0
0.3399964056,0.10588018,0.0006422260398,-1.650822048,-0.07686960941,-0.3179336925,0.7793226295,-0.8600069226,-0.2046010367,0.1992828645,0,0
-0.6732762603,0.5447550054,-0.811571007,0.8040062424,-2.74056837,-1.463824414,1.441069586,1.39083513,-1.16373889,-0.3425033511,0,0
-1.21673535,-0.7064024559,0.2202155522,-0.4339343253,-0.4452485978,0.4680899021,-0.9495173328,-0.8320958373,-1.799396573,-1.554044678,0,0
2.862870349,2.801260086,-0.2136206036,-0.2660856097,0.6827669904,1.265634147,1.14143843,0.8755432195,1.471502899,2.554156103,0,0
-0.6030276676,0.77855313,-0.1771700931,-0.1713558578,-2.221774438,-0.9891770834,-1.133874676,-0.9973876618,0.1108728131,0.1032643366,0,0
-0.07936266829,-0.5265044317,0.1153391443,0.798863348,-0.2126774484,-1.23506249,-0.7637299989,-1.248829094,-0.9272030001,-0.1638153306,0,0
1.164474525,1.29097361,-0.2589218037,-1.188347302,0.7820026084,0.5505382254,1.430082717,0.9971064578,0.2923239652,-0.620495064,0,0
-0.2320589653,-0.9071532953,1.409610844,0.9955826912,0.5285946749,0.2457440112,-0.5191309151,-0.5909851114,-0.0482436298,-0.3915433911,0,0
-1.704135734,-0.1862706968,-0.8184904907,-1.272250506,-0.4960216456,-0.1880939107,-0.6203161279,-0.4622385195,-1.157210358,-1.160483449,0,0
-0.04969541413,0.3696570955,1.633544202,0.5185842685,-0.682630469,-0.2202500447,0.7106412609,-0.1137908781,-0.1186141765,0.6162968333,0,0
-1.231490708,-0.5015539912,-0.5725574278,-0.4027480218,0.7754915778,0.2804824033,-0.6689935648,-0.2722330228,1.092899354,0.2780220605,0,0
-1.144265757,-0.861658352,2.03211609,1.253129678,-0.7612324851,0.8838145991,-0.1346410245,-0.9216695059,-0.9931712574,-0.6418647462,0,0
-0.244865591,-0.5780013662,-0.166488104,-1.047768878,-1.454543387,-1.640019871,0.8889671745,-0.05583501592,0.3175840786,-1.089474414,0,0
-0.01908831589,0.817060822,-0.1346215201,-0.3841168409,1.723100404,1.551640518,0.04231042778,-0.564919761,0.4154585023,1.226056729,0,0
1.258383593,1.155381704,-0.701000169,-0.7505114532,0.3962229861,0.1011233296,0.3477259962,-1.019181761,-2.166579898,-2.13949703,0,0
-0.1646568423,0.3273339437,0.6333903463,0.5802590137,0.20172042,0.08055134066,0.07277571252,-0.3354409621,0.4788924978,0.1572284249,0,0
0.01574504823,0.5475920027,-1.387227773,-1.229521618,-1.075603239,-0.4113051966,-0.7105238283,-0.4762043445,-0.3179808023,0.1542564146,0,0
1.594836789,0.5618430683,-0.6875865503,-1.424090183,-0.5559155737,1.009625286,0.5198309845,-1.346873388,-2.316601707,-2.179628928,0,0
-0.4712334094,-0.3481665422,-1.448136437,0.2195182646,-0.3927353837,0.1537018241,-0.7508083628,0.6157098746,-0.03941846031,-0.1358687616,0,0
2.080890707,0.6823781194,-0.4175503397,0.1097808075,0.09748966963,0.3944399565,-0.9602032919,-0.8822328438,0.2465231345,0.002409319352,0,0
-2.032744649,-1.578850247,0.4656321813,0.07203761341,0.001708672195,0.8275025374,0.5780414823,0.7110734397,-0.4891932612,-0.7006113851,0,0
-0.7059850471,-1.267677888,-1.052446721,-0.3870173055,0.4850900152,0.7634222129,0.3299179506,-1.070019672,0.2631771059,0.6937019972,0,0
-0.3934638822,-0.4044056377,0.722186926,1.311389377,1.197805124,1.838267454,1.679041556,1.651698064,0.6883858513,0.2120984473,0,0
