feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,label,is_test
-0.6827107075,-0.140238018,0.9649765171,1.103399456,0.8941511787,0.6310919661,-0.166707811,0.4086859814,1.146341103,1.359256426,0,0
-1.1770217,-0.7473999513,-0.7693914622,-0.05659677952,-0.4556099503,0.3598157277,-0.8474237339,-0.9052301851,0.6471829573,-0.3413116858,0,0
0.3334710277,0.2582954743,0.1332909289,-1.416374063,1.460013302,1.816094786,2.596253081,2.399460744,-0.4061488681,0.3055471089,0,0
-0.5573043747,-0.7659082995,-1.637085669,-0.9354430574,-0.2666077491,0.2464028202,-0.5377852854,-0.2225003283,-0.05897172077,0.9099994374,0,0
1.102366101,0.5737615525,0.5351363809,-0.03392245889,0.1193822028,0.7427551922,-0.2644197672,-0.4429691835,-0.05315046739,0.2276841705,0,0
0.7805241089,0.8445285326,-1.363633348,-1.038166135,1.287117111,-0.168589815,0.2516237133,-0.6874160101,0.7669786027,0.5310171043,0,0
1.649640334,1.668349952,0.882436525,0.9687843734,-1.255526076,-1.812036188,0.3209607101,0.3103754062,-1.986465239,-1.249015343,0,0
0.2409912824,0.5790764691,-1.153721661,-0.7284463217,-1.081932433,-1.743575486,0.3523448925,0.6515323764,-0.6650478625,0.4405936503,0,0
0.8702364746,1.925244139,-0.1313332345,-0.1554857237,0.1837247977,0.3108714432,0.7802801025,0.4651503143,1.179953353,1.00622752,0,0
-1.92744779,-2.177929194,0.4890041942,0.8149096143,0.6081366462,-0.01819367526,0.3053449279,0.004924407913,0.8059574259,0.1461926149,0,0
-0.5559320189,-0.3768952399,-0.7650725735,-1.467322821,0.4213419451,-0.5234599649,0.8005271209,1.316314232,-0.5849262854,-0.1602467812,0,0
1.303998834,0.2039001715,0.8295308034,0.08554080859,1.28586687,0.8876193883,-1.496126014,-1.00314556,-0.8238838993,-0.2598258804,0,0
1.032211731,1.696466596,-0.1544662201,0.2457342647,-1.417229596,-1.521506045,-0.5500359854,-0.3733357887,1.517147935,1.23019283,0,0
-0.4695145715,-0.2270232296,0.01149794121,-0.2019181587,-0.6721970017,-1.678185479,-0.6141902705,0.2508545179,-0.3577670139,-0.7925770554,0,0
-0.8698507677,-0.3369749112,0.3063740982,1.007367132,-0.7297045939,-0.169564608,2.246259484,1.166001352,0.9356161635,-0.004714042359,0,0
1.511383792,2.139420955,0.7255830122,0.1350717073,0.4810948414,1.447341206,-1.32449708,0.2080710082,0.3205234962,0.4283502477,0,0
2.023349187,2.005052526,0.2822603522,0.6508760543,-0.6679223949,0.4645030938,-0.5975747963,-0.7087138897,2.013803758,2.989177779,0,0
-0.1013774026,-0.1499264406,-1.790856331,-1.22757002,0.4773763954,0.2369527701,1.120245266,1.10440071,-0.1799915162,-0.6055258932,0,0
-1.854752497,-0.6058866398,0.2660470553,-0.4123794245,0.1551001241,-0.2792549418,-1.418014742,-1.447666578,0.3788805387,0.07841473013,0,0
-1.406850756,-1.271115766,-0.377679157,-0.09910261102,-0.1926709594,0.08078937852,2.131118278,1.529338826,0.3782341652,-0.24386425,0,0
-2.107767783,-0.5304433974,-1.367764651,-0.2724837,0.3136256336,-0.3550319419,-1.012679595,-0.7317500411,-0.1794984698,-0.7838871802,0,0
1.321160237,1.284566214,0.3893376966,0.5249552891,-0.2475416504,-0.2171014522,1.851619167,1.340950422,-1.109438604,-1.017974929,0,0
2.022965209,0.5730155295,-1.575173162,-1.844657287,-0.8796192147,-0.05779195073,0.8949960788,0.299587688,-0.9589289318,-1.06557861,0,0
-0.1168745697,0.1746944334,1.47326876,2.569112686,-0.9141384347,-1.474000638,-1.142529638,-0.3111867809,0.7373195285,0.3738015256,0,0
-0.8335736152,0.2363091235,0.3223426907,0.4372176267,-0.9781344854,-0.17671655,-0.7953494874,-0.168076614,0.04157921807,-0.8033830939,0,0
-0.9313115113,0.5702113736,0.2341913234,0.1876119832,0.3033602503,-0.034630752,0.3774746253,0.5469016463,-0.434728165,0.6807413762,0,0
-0.9417726163,-0.07164623402,0.8868293114,2.314853734,-1.459987768,-1.363225579,0.6391847687,0.06891246924,-0.6185421685,0.2585564967,0,0
0.00210413341,0.5424709071,0.6440484221,0.6073129767,-0.04825571719,0.3473030209,0.7689511663,0.429527819,0.718852049,-0.01500662097,0,0
1.365981631,0.8675648642,-0.2884912052,-1.24733471,-0.3925044986,-0.6461184688,-0.9444900923,-0.2361411115,0.05108748268,-1.093439275,0,0
1.352650011,0.4078375128,-0.06538948986,-1.474402219,0.3156179138,-0.5431515599,-0.155757401,-0.02372046037,0.3229392496,0.1856372735,0,0
1.438166948,0.5536325413,-1.094915202,-0.3779825911,0.7671491904,2.070089374,0.6636542904,-0.3083555501,-0.6285989006,-0.8432496081,0,0
-0.8135263246,0.6341986783,1.717472711,1.054442228,-0.7733735684,-0.1893464148,0.6443013086,1.241599725,0.7318182694,0.2821249948,0,0
-0.1788041852,0.04671930634,-0.6788918785,1.123191449,-0.5108174036,-0.3710934169,0.6739790318,0.9872950795,-0.9832883934,0.2758492372,0,0
0.08657615091,0.3272245492,-0.1303437446,0.543251912,0.5965346283,-0.1687065431,-1.082520032,-0.4171898075,-0.317249107,1.313116716,0,0
-1.093193181,-0.1081797863,-0.6845586162,-1.158546236,-0.6982485869,-0.8849150244,0.04547961576,-0.3377580881,0.5143457687,1.584838381,0,0
-0.2867953396,-0.4047045987,-0.5846741191,-0.689300651,-0.5697064099,-1.730858121,0.8552201616,0.9131374538,1.136291033,0.5728499552,0,0
0.836610266,1.494085342,0.8323140376,0.001876296991,0.9259600266,0.346385932,1.458619789,0.7186271041,2.216610992,1.886013155,0,0
