feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,label,is_test
0.6326172662,1.544474431,0.4820782595,1.735137845,2.244752442,-0.4117087873,-0.1736532482,-0.192986331,-0.1457648747,-1.096701403,0,0
-1.562327119,-1.057045043,2.6438804,-1.377269519,-0.6338635872,-1.284198113,0.2147080115,-2.16435642,0.5031912602,0.3368869501,0,0
1.689211391,1.940567046,2.275748806,1.425456123,-0.0146575696,1.56058347,0.616333029,-1.29736262,-1.907358716,0.9460895291,0,0
1.648459115,2.257583653,0.3947239267,-0.9892471901,1.608179473,0.04188115896,0.3399374988,0.06292662019,-0.1602101539,-0.9929961358,0,0
0.796911955,0.522075837,0.02310143518,-0.4458769248,0.6230720448,0.1948340843,-1.39358282,2.188734868,-0.2525926019,1.346743022,0,0
0.01514021872,-0.3714046058,2.009076566,0.8352165164,-0.2576888348,-0.6243600689,-1.551205213,0.9864812156,0.2686536029,-0.9774497926,0,0
-0.658769596,0.2837772827,1.070684311,0.0629794649,0.141752005,-0.9124247162,0.4259208098,2.519607139,-0.373706396,0.5399638657,0,0
1.061735313,1.078102407,-2.380207425,-0.3831071632,1.748103763,1.881580808,1.216934733,0.8545258809,-0.1140291436,0.8304889536,0,0
-1.227078738,-1.018984866,-0.9481521741,0.218520098,-0.6650822461,-0.5209090837,1.828556025,-1.627931432,-0.5944019763,0.4245231347,0,0
-0.8002718466,-1.187987524,0.4100708522,-0.519437689,-0.2884364239,1.035020899,1.363716434,0.83243788,-0.1309922957,0.4927317339,0,0
0.2088148047,0.8586735481,-1.082637915,-0.7923006978,-1.874862066,0.2161998766,0.3127087294,0.2531516379,1.233698171,0.684944669,0,0
1.023182974,0.1741639221,0.4181655946,-0.9822858785,0.4727051223,-0.8567162444,1.731133833,-0.614327544,-0.1027349794,-0.3191981748,0,0
0.1990901872,0.1763536098,-0.03992799166,0.7082518708,-0.9939985566,1.850776968,0.3407015971,-1.310768956,0.3243280947,-0.7641100736,0,0
-0.7300900881,-0.1666988563,-1.637666214,-0.3052842821,-0.5133568247,-0.4957044974,-0.2860233897,0.5827102018,0.2828164603,-0.1535083526,0,0
-1.667314516,-1.133084982,-1.311999438,-0.252586676,0.60652682,0.1621792744,-1.374333516,-0.3901974961,-3.145743743,0.4486084962,0,0
0.2443580612,0.1709140748,-0.1277334355,-0.9443071272,-0.5475157273,-0.2822037461,-0.8506950694,-0.9556707921,-2.823237354,0.4454145099,0,0
-0.6306953119,-1.5937727,0.2108950657,-0.9743930443,0.1399181055,-0.3319454405,-0.9453533584,-1.118245649,-0.5024157045,1.276663901,0,0
-1.179648233,-1.276428993,0.01157180841,0.5845189476,0.1416621954,1.015659853,0.3450929135,-0.2913114342,2.042360374,0.8533725055,0,0
0.494877808,-0.2311870429,0.6303848654,-1.349740924,-2.085220055,0.4319790932,-0.3484337185,-0.0357787751,-0.04220640836,-0.2299477166,0,0
0.1856586774,1.107627846,0.7763142031,-0.9225477374,-0.7724791239,-0.654663495,0.4671917333,1.401161924,1.643450227,-0.138226177,0,0
0.6757371207,0.4355920482,0.2624235934,-2.454063315,0.1523088653,0.241562781,1.622698468,0.8231433613,-0.3902215918,-0.996858917,0,0
-2.266953595,-2.448423436,-2.099906822,0.9392269698,-0.5997197266,0.6380270263,1.924537409,0.02407754348,-0.7201797717,-0.5157605793,0,0
1.296274834,1.285884446,-1.211614681,-0.7907901156,-0.3984334723,-0.3315084569,1.032373783,-0.1507239114,0.8601913259,0.0143439419,0,0
-1.162015227,-0.6852797402,0.9927244799,-1.229532306,-0.4596904804,0.1518949248,0.8270904327,-0.2635490208,1.414273965,-1.697408772,0,0
1.020587535,0.6165968714,-0.7000832587,1.027117988,0.8453075242,-0.4204711429,-0.3364695189,0.54890834,0.4360908891,-0.6401441564,0,0
0.09776894181,-0.6561083707,-2.053469853,0.5702271385,-0.5546459463,0.1972472472,0.2761615746,-0.03501654631,-0.1564563829,1.487868798,0,0
0.003063988899,0.7401214288,0.8843666964,0.4624233366,0.50427358,0.8171514676,0.7226759169,-1.144036738,0.8043403814,-2.099688843,0,0
-0.2540961893,1.418883036,0.06472169594,-1.670627148,-0.2669727067,0.2910020559,-0.1620777762,-0.110728784,0.1269544819,-0.9466368889,0,0
-1.138440571,-0.2822937807,1.047253129,0.6148707509,0.1454118991,1.236964218,-0.1184736066,-0.5180946453,0.0354460778,-0.5934197442,0,0
0.04037372649,0.5647032113,-0.07965065934,0.7829720328,-0.03091183148,-0.9310326399,0.7508962432,-1.180777403,-0.3563240821,0.5027335619,0,0
-0.414752149,0.1333538342,-1.740568647,0.4605954427,0.3838353871,-0.4967417054,-1.268247958,-0.3561743674,0.4336130685,1.343953202,0,0
-0.3982270985,-1.272263436,0.8195656288,0.147599376,1.659489656,-0.7049671388,-0.8983725144,0.1386985275,-1.499625065,-0.7388140902,0,0
1.188676298,2.617257185,-0.458241018,-1.061963999,-1.858668214,1.592614062,-0.2504333346,0.254862286,0.4298196542,-0.6028136459,0,0
1.290959981,1.259584699,1.247395788,0.5637255575,0.376690132,-0.08974049597,-0.220688996,0.4001004365,1.953712691,-0.8010036935,0,0
0.5090102688,-0.3504832049,-0.5076295235,1.039190353,-0.13713714,-0.5119907088,-0.6709923515,0.7400536147,-0.4528437391,-0.8423124307,0,0
-0.5619588789,-0.9409373506,1.240992866,-1.404370899,1.309916024,-1.331992671,-0.3880029317,-1.146715788,0.4936366578,-0.5899490724,0,0
-0.5741987563,-1.644923441,-0.7550432998,-0.1845308322,-0.03279804186,-0.1195787109,1.354923716,-0.6992429693,-2.345262572,-0.8475361799,0,0
-0.4298314163,0.1691115127,1.213755011,-0.4466397067,-0.004893768596,0.1946203145,-0.8283190106,-0.3987129674,2.224515103,0.86597517,0,0
0.6518702858,1.092200912,-0.4177905005,0.2793248987,-1.476035867,1.364635194,-0.3275292013,-0.1266429585,-0.3990570795,-0.3147196264,0,0
0.5137501372,1.891387411,1.313989437,0.2640695252,0.2089265967,1.633902703,0.9997718471,0.0103356319,0.7834434326,0.9353724468,0,0
-0.7614770895,-0.7671810734,0.7371312325,-0.2616986453,0.9283945755,-1.163189714,0.9180504058,-0.4625390539,0.4369630007,-1.096562206,0,0
-1.027523377,-1.030699485,-2.257986884,1.70345167,0.1725246528,-1.492740819,-0.2974810769,2.270198729,-1.684690051,0.4469133409,0,0
0.2155986717,0.2313438006,-0.6773542459,-0.3600212279,-0.4658148951,0.8611570464,-0.5085042002,-1.009367865,-0.364721223,-0.9538789587,0,0
-0.8639531483,-0.8100875362,-0.5352827423,2.133060005,0.5535147926,-0.602191491,1.131152206,-0.05492445492,1.202772892,-1.537186102,0,0
-0.5332555805,-0.1926065876,0.04808104772,-2.256217024,0.6886851627,1.64355104,-0.172947759,-1.039090938,-1.954512504,1.022686658,0,0
-0.6965815916,-0.9889024106,1.061835401,0.8298977209,1.067766528,-0.7913624191,-0.3937816575,-1.49409104,-1.931726181,0.2865868668,0,0
0.9413146438,0.5595535279,0.1729889695,-0.3326998726,0.7124328978,0.3967407676,0.5797630711,2.591461812,-0.7854629273,2.143148237,0,0
-1.989795016,-1.925781162,-0.1425851488,-0.1665510878,-2.53713237,0.175226545,-0.3268061227,-0.4284611076,-1.666604817,-1.679405678,0,0
