feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,label,is_test
-0.887834869,-0.2200987749,0.5297313799,1.729487976,2.965868084,2.040721748,-0.2319857122,-0.3668186076,-0.7972600192,-0.256572031,0,0
0.2499778342,0.1975537222,0.2272079743,-0.005715603803,0.1063044502,-1.623664308,0.5482213673,1.691036811,-0.8052262,0.005310385675,0,0
-0.1218771831,-1.103950455,1.588602802,1.588064999,-1.240770635,-1.333809049,-0.4305014492,-0.3875982919,0.1724987623,-0.1160723088,0,0
-1.230588599,-0.6364413353,0.6937812903,0.4697050453,0.08551635431,1.336199648,0.4238122033,-0.1467525321,-0.2790784838,-0.390862155,0,0
0.7679210864,-0.694071238,-0.6053822924,-0.8454573958,-0.2888500876,0.1339462403,-0.6051985409,-0.03368715808,-0.002208056022,0.07339407059,0,0
-0.6391536922,-0.1055927115,-0.03450716745,-0.05342155157,2.265611242,1.223294083,-1.471001152,-0.8427290519,1.489499764,0.5648037134,0,0
-0.9168899532,0.0706333254,-0.4910262201,-0.2659863591,-1.185797572,-0.3928569316,-1.050385416,-0.9480299532,0.2553763635,-0.1966914133,0,0
-1.602438899,-0.9620295237,0.9624267475,-0.1117505749,0.3592744509,0.03939592635,-0.5803880591,-0.6458463491,-1.430624333,-0.7024754766,0,0
-0.5383913509,0.1817377781,2.038870568,2.132587776,1.139048433,1.034698212,-0.06461993843,0.5136423874,0.4088475917,-0.3149372014,0,0
0.8140242949,0.04119223357,-0.3195479096,0.2410141746,-0.5167983263,0.04193708995,-0.5863362603,-0.2787415581,0.9153598294,0.8399390654,0,0
2.187296905,1.199281874,-0.0602519916,-0.5361909597,0.7288456773,0.1893609364,0.3647200955,0.3145892554,0.6452548462,1.014687068,0,0
2.354955287,2.29371482,-0.07125848622,-0.1867694584,0.216354621,0.05815744565,-0.78443183,-0.2355315161,2.276968526,1.677661888,0,0
