feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,label,is_test
-0.359945899,0.2069087954,0.5316860245,3.019360125,0.1143717026,0.2725197392,-1.455951563,0.2042877121,-0.9983381263,1.05228768,0,0
-0.1247096372,-0.5374555314,0.9755277757,-1.520334767,2.257168244,0.3916420298,0.423816097,-0.5596808017,1.332025592,0.9341679232,0,0
0.517257386,1.347299094,0.5078396027,-0.4664149286,-1.241110105,-0.8599756985,1.319898354,0.134875291,-0.01675797464,-1.028003396,0,0
1.224762643,0.3667844841,0.1778711249,0.1422101344,2.834496235,0.03910993566,0.6278368045,-1.63857501,-0.901482269,-2.550668749,0,0
-0.9094748689,0.5645567879,-0.6175178964,0.3205562106,1.204009833,1.174783841,0.873653674,1.930728447,1.540573174,0.6888366035,0,0
0.8134473766,0.6664372716,0.5388291317,0.4182540763,-0.940109716,-0.3945316344,0.1649659382,0.01998282393,1.293736496,-1.021391774,0,0
-0.5478172765,0.9257793124,-0.3659842065,1.233874981,-0.7613392571,0.335456451,-0.2865818678,-1.544721127,-0.5748270646,0.9654354546,0,0
0.7600677882,1.377896212,1.096676121,0.5199189042,-0.4969009211,0.5065490529,1.002117627,-1.367328936,-0.4073502365,0.4795387123,0,0
-0.8808422575,-0.8221379262,-0.2717663879,0.5236023972,-1.068657289,-0.5571710576,-0.3311520694,0.29680308,0.2824341517,2.164003006,0,0
1.370960531,0.9810266949,-0.3493637948,0.7005262595,0.6225025489,0.1203829922,-1.25543458,0.2604003494,0.3323596517,-0.02096895699,0,0
-0.6643907828,0.08313932899,-0.2637183006,0.7448165181,1.505147717,0.5271850225,0.4058920747,1.531237209,-0.7788413819,1.168029825,0,0
1.227730335,1.335241002,0.2580898403,0.1892674577,0.6881517626,-1.680795663,1.728650836,0.6259161535,1.102988188,0.7799034879,0,0
-0.02466748374,0.4415445122,-0.4425021476,0.8067261658,0.9793065674,2.454380041,-0.9344006416,0.5679471002,1.284417513,0.04344986951,0,0
-0.391380076,-1.837301741,0.741791438,0.0528534702,-0.890219711,-0.9947692198,-0.5488377487,1.419165305,1.798875977,-1.87786679,0,0
-0.0754375494,0.9092441177,1.241699151,-1.042792028,0.2036577189,0.5315418452,0.3085781206,0.433084676,-0.2269913371,-0.2860131565,0,0
